# LAMMPS data file
120 atoms
96 bonds
3 atom types
1 bond types
-30.0 90.0 xlo xhi
-30.0 90.0 ylo yhi
-30.0 90.0 zlo zhi

Masses

1 1.0
2 1.0
3 1.0

Atoms  # bond

49 1 61 62
50 1 62 63
51 1 63 64
52 1 64 65
53 1 65 66
54 1 66 67
55 1 68 69
56 1 69 70
57 1 70 71
58 1 71 72
59 1 72 73
60 1 73 74
61 1 76 77
62 1 77 78
63 1 78 79
64 1 79 80
65 1 80 81
66 1 81 82
67 1 83 84
68 1 84 85
69 1 85 86
70 1 86 87
71 1 87 88
72 1 88 89
73 1 91 92
74 1 92 93
75 1 93 94
76 1 94 95
77 1 95 96
78 1 96 97
79 1 98 99
80 1 99 100
81 1 100 101
82 1 101 102
83 1 102 103
84 1 103 104
85 1 106 107
86 1 107 108
87 1 108 109
88 1 109 110
89 1 110 111
90 1 111 112
91 1 113 114
92 1 114 115
93 1 115 116
94 1 116 117
95 1 117 118
96 1 118 119
